CreditScore,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Exited
-0.3262214220367463,0.2935174228967471,-1.0417596792253108,-0.9115834940401767,0.646091668153197,0.9702425509371355,1.0,0.0,0.0,1.0,0.0,1
-0.4400359548576657,0.1981638321954454,-1.3875375865624426,-0.9115834940401767,-1.5477679860172513,0.9702425509371355,0.0,0.0,1.0,1.0,0.0,0
-1.536794180222889,0.2935174228967471,1.03290776479748,2.52705661927622,0.646091668153197,-1.0306701134001208,1.0,0.0,0.0,1.0,0.0,1
0.5015206348426676,0.0074566507928420294,-1.3875375865624426,0.8077365626180215,-1.5477679860172513,-1.0306701134001208,1.0,0.0,0.0,1.0,0.0,0
2.063883767202561,0.38887101359804876,-1.0417596792253108,-0.9115834940401767,0.646091668153197,0.9702425509371355,0.0,0.0,1.0,1.0,0.0,0
-0.05720525355093678,0.48422460429935044,1.03290776479748,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.0,0.0,1.0,0.0,1.0,1
1.7741740472947665,1.0563461485071606,0.6871298574603482,0.8077365626180215,0.646091668153197,0.9702425509371355,1.0,0.0,0.0,0.0,1.0,0
-2.840487919807966,-0.9460792562201749,-0.35020386455104724,4.246376675934418,0.646091668153197,-1.0306701134001208,0.0,1.0,0.0,1.0,0.0,1
-1.5471409559338818,0.48422460429935044,-0.35020386455104724,0.8077365626180215,-1.5477679860172513,0.9702425509371355,1.0,0.0,0.0,0.0,1.0,0
0.3463189991777775,-1.1367864376227783,-1.0417596792253108,-0.9115834940401767,0.646091668153197,0.9702425509371355,1.0,0.0,0.0,0.0,1.0,0
-1.2677780117370796,-0.7553720748175714,0.3413519501232164,0.8077365626180215,-1.5477679860172513,-1.0306701134001208,1.0,0.0,0.0,0.0,1.0,0
-1.5885280587778525,-1.4228472097266833,-0.695981771888179,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.0,0.0,1.0,0.0,1.0,0
-1.8058103487086987,-0.4693113027136664,1.7244635794717436,0.8077365626180215,0.646091668153197,-1.0306701134001208,1.0,0.0,0.0,1.0,0.0,0
-1.0504957218062334,-1.3274936190253817,-0.004425957213915414,0.8077365626180215,-1.5477679860172513,-1.0306701134001208,1.0,0.0,0.0,1.0,0.0,0
-0.1606730106608635,-0.3739577120123647,0.6871298574603482,0.8077365626180215,0.646091668153197,0.9702425509371355,0.0,0.0,1.0,1.0,0.0,0
-0.3572617491697243,0.5795781950006521,-0.695981771888179,0.8077365626180215,-1.5477679860172513,0.9702425509371355,0.0,1.0,0.0,0.0,1.0,0
0.025568952137004615,1.8191748741175742,-1.3875375865624426,-0.9115834940401767,0.646091668153197,-1.0306701134001208,0.0,1.0,0.0,0.0,1.0,1
-1.0504957218062334,-1.4228472097266833,1.378685672134612,0.8077365626180215,0.646091668153197,0.9702425509371355,0.0,0.0,1.0,1.0,0.0,0
-0.6573182447885119,0.5795781950006521,0.3413519501232164,-0.9115834940401767,-1.5477679860172513,-1.0306701134001208,0.0,0.0,1.0,0.0,1.0,0
0.7808835790394698,-1.4228472097266833,0.3413519501232164,0.8077365626180215,0.646091668153197,0.9702425509371355,1.0,0.0,0.0,1.0,0.0,0
